source_file,doc_type,chunk_id,text_content
MSCI ESG Ratings Methodology.pdf,Methodology_General,10,". The evaluation is based on the gap between best practice and each company’s governance practices. • Where applicable, the ESG Rating takes into consideration a company’s positioning to meet market demand for the provision of products and services that have a positive environmental or social contribution. • MSCI ESG Ratings take into consideration a company’s management measures relative to their aggregate ESG risks and opportunities. Management measures are generally evaluated through companies’ governance structures, policies and targets, quantitative performance metrics, and relevant controversies. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 2 Data, ratings and scores The core building blocks of the MSCI ESG Ratings methodology can be seen in the hierarchy shown in Exhibit 1"
MSCI ESG Ratings Methodology.pdf,Methodology_General,11,. Exhibit 1: MSCI ESG Ratings Key Issue hierarchy 3 Pillars 10 Themes 33 ESG Key Issues Environment Climate Change Carbon Emissions Climate Change Vulnerability Financing Environmental Impact Product Carbon Footprint Natural Capital Biodiversity & Land Use Raw Material Sourcing Water Stress Pollution & Waste Electronic Waste Packaging Material & Waste Toxic Emissions & Waste Environmental Opportunities Opportunities in Clean Tech Opportunities in Green Building Opportunities in Renewable Energy Social Human Capital Health & Safety Human Capital Development Labor Management Supply Chain Labor Standards Product Liability Chemical Safety Consumer Financial Protection Privacy & Data Security Product Safety & Quality Responsible Investment Stakeholder Opposition Community Relations Controversial Sourcing Social Opportunities Access to Finance Access to Health Care Opportunities in Nutrition & Health Governance Corporate Governance Board Pay Ownership & Control Accounting Corporate Behavior
MSCI ESG Ratings Methodology.pdf,Methodology_General,12,Sourcing Social Opportunities Access to Finance Access to Health Care Opportunities in Nutrition & Health Governance Corporate Governance Board Pay Ownership & Control Accounting Corporate Behavior Business Ethics Tax Transparency 2
MSCI ESG Ratings Methodology.pdf,Methodology_General,13,".1 Rating & scores The top-level assessment is the overall Company ESG Rating, an industry-relative seven-point letter rating scale from AAA to CCC. These assessments are not absolute but are explicitly intended to be interpreted relative to a company’s industry peers. The Company ESG Rating is derived from the final Industry-Adjusted Company Score, based on an assessment of the underlying data available at the last ESG Rating action date. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Exhibit 2: The final Industry-Adjusted Company Score mapped to a letter rating Letter Rating Leader/Laggard Final Industry-Adjusted Company Score AAA Leader 8.571* - 10.0 AA Leader 7.143 – 8.571 A Average 5.714 – 7.143 BBB Average 4.286 – 5.714 BB Average 2.857 – 4.286 B Laggard 1.429 – 2.857 CCC Laggard 0.0 – 1.429 *Appearance of overlap in the score ranges is due to rounding error"
MSCI ESG Ratings Methodology.pdf,Methodology_General,14,".571 A Average 5.714 – 7.143 BBB Average 4.286 – 5.714 BB Average 2.857 – 4.286 B Laggard 1.429 – 2.857 CCC Laggard 0.0 – 1.429 *Appearance of overlap in the score ranges is due to rounding error. The 0-to-10 scale is divided into seven equal parts, each corresponding to a letter rating. • Industry-Adjusted Company Score: This score is calculated by normalizing the Weighted Average Key Issue Score relative to the ESG Rating industry peer group, based on score ranges set by the benchmark values in the peer set. • Weighted Average Key Issue Score (WAKIS): This is calculated for each company based on the weighted average of the scores received on: All the individual Environmental and Social Key Issues contributing to the rating of o the company; and The Governance Pillar Score. o • The Governance Pillar Score is an absolute assessment of a company’s overall governance that uses a universally applied 0-10 scale"
MSCI ESG Ratings Methodology.pdf,Methodology_General,15,". o • The Governance Pillar Score is an absolute assessment of a company’s overall governance that uses a universally applied 0-10 scale. Starting with a 10, the Governance Pillar Score is based on the sum of deductions derived from Key Metrics included in the Corporate Governance (comprising Ownership & Control, Board, Pay and Accounting) and Corporate Behavior (comprising Business Ethics and Tax Transparency) Themes. • Key Issue Scores (Environmental and Social Themes): Each company receives a score on each selected Key Issue ranging from 0 to 10. In the Environmental and Social Pillars, the scores evaluate the company’s exposure to risks or opportunities and its ability to manage that exposure. These are calculated using the Key Issue Exposure Score and Key Issue Management Score. 2.1"
MSCI ESG Ratings Methodology.pdf,Methodology_General,16,". These are calculated using the Key Issue Exposure Score and Key Issue Management Score. 2.1.1 Interpreting Environmental and Social Key Issue Scores Exhibit 3: Risk-based Key Issue Scores (0-10) Companies with a key issue score of 10 on risk-based ESG key issues have very strong management measures relative to their exposure to the ESG risk. A company with very strong management measures may have robust 10 governance structures, improvement targets, better performance on quantitative metrics relative to industry peers, and an absence of controversies. Companies with a key issue score of 10 do not have very high exposure to the ESG risk. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Companies with a key issue score of 5 on risk-based ESG key issues have 5 moderate management measures relative to their exposure to the ESG risk"
MSCI ESG Ratings Methodology.pdf,Methodology_General,17,".COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Companies with a key issue score of 5 on risk-based ESG key issues have 5 moderate management measures relative to their exposure to the ESG risk. Companies with a key issue score of 0 on risk-based ESG key issues have very poor management measures relative to their exposure to the ESG risk. 0 Typically, companies with a key issue score of 0 also have very high exposure to the ESG risk. Exhibit 4: Opportunity-based Key Issue Scores (0-10) Companies with a key issue score of 10 on opportunity-based ESG key issues have very strong positioning to meet market demand for the 10 provision of products and services that have a positive environmental or social contribution. Companies with a key issue score of 5 on opportunity-based ESG key issues have moderate positioning to meet market demand for the 5 provision of products and services that have a positive environmental or social contribution"
MSCI ESG Ratings Methodology.pdf,Methodology_General,18,". Companies with a key issue score of 0 on opportunity-based ESG key issues do not have initiatives to meet market demand for the provision of 0 products and services that have a positive environmental or social contribution. 2.2 Supplemental scores Supplemental scores are also calculated that do not directly contribute to the overall ESG Rating, but provide users of ESG Ratings with additional or specific insights. 2.2.1 Pillar Scores Pillar Scores across the Environmental and Social Pillars are calculated based on the weighted average of Key Issue Scores underlying each Pillar, normalized by the total sum of weights underlying each Pillar. • The Environmental Score represents the weighted average of all Key Issues that fall under the Environmental Pillar. • The Social Score represents the weighted average of all Key Issues that fall under the Social Pillar. 2.2"
MSCI ESG Ratings Methodology.pdf,Methodology_General,19,". • The Social Score represents the weighted average of all Key Issues that fall under the Social Pillar. 2.2.2 Theme Scores Theme Scores across the Environmental and Social Pillars (8 out of 10 Themes) are calculated based on the weighted average of Key Issue Scores underlying each Theme, normalized by the total sum of weights underlying each Theme. In the Governance Pillar, for both the Corporate Governance and Corporate Behavior Themes, a Theme Score is calculated. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Theme Scores range from 0 to 10, with lower scores indicating more severe risk. 2.2.3 Governance Key Issue Scores Each Key Issue represents a broad area of governance risk. For each Key Issue, an absolute score is provided. Key Issue Scores range from 0 to 10, with lower scores indicating more severe risk. 2.2"
MSCI ESG Ratings Methodology.pdf,Methodology_General,20,". For each Key Issue, an absolute score is provided. Key Issue Scores range from 0 to 10, with lower scores indicating more severe risk. 2.2.4 Governance Theme and Key Issue percentiles To complement the 0-10 Theme Score and Key Issue Scores, percentile rankings are calculated and published for each Theme and Key Issue. The percentiles assess a company’s relative performance against other companies, with percentile rankings ranging from 0 to 100. Two types of percentile rankings are published: • Home Market: percentile rankings calculated against the constituents of a particular Home Market,1 and • Global: percentile rankings calculated against the entire coverage universe. Percentile rankings may be interpreted as set out in Exhibit 5 below, to identify leaders and laggards. Exhibit 5: Interpreting percentile rankings Percentile Rankings Description 96 - 100 Best in class 76 - 95 Above average 26 - 75 Average 6 - 25 Below average 0 - 5 Worst in class 2"
MSCI ESG Ratings Methodology.pdf,Methodology_General,21,". Exhibit 5: Interpreting percentile rankings Percentile Rankings Description 96 - 100 Best in class 76 - 95 Above average 26 - 75 Average 6 - 25 Below average 0 - 5 Worst in class 2.3 Pillar, Theme and Key Issue weights The Key Issue weights used in the calculation of the Weighted Average Key Issue Score are published for the Environmental and Social Key Issues. For Governance, as weight-setting is undertaken at the Pillar level, and due to the nature of the deduction-based scoring model in the Governance Pillar, Key Issue weights are not available. In addition, weights are published for each of the three Pillars. • The Environmental Weight represents the sum of the weights of all Key Issues that fall under the Environmental Pillar. • The Social Weight represents the sum of the weights of all Key Issues that fall under the Social Pillar. • The Governance Weight is a standalone calculation and is floored at 33%"
MSCI ESG Ratings Methodology.pdf,Methodology_General,22,. • The Social Weight represents the sum of the weights of all Key Issues that fall under the Social Pillar. • The Governance Weight is a standalone calculation and is floored at 33%. 1 Home Markets are selected as set out in Appendix 6: Home-Market selection. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI
MSCI ESG Ratings Methodology.pdf,Methodology_General,23,".COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Exhibit 6: Hierarchy of ESG Scores ESG Letter Rating (AAA-CCC) Preset Score-to-Letter-Rating matrix Final Industry Adjusted Score (0-10) Adjusted relative to industry peers, committee review process in certain predefined cases Weighted Average Key Issue Score (0-10) Weighted average of underlying Pillar Scores Environmental Pillar Social Pillar Score (0Governance Pillar Score (0-10) 10) Score (0-10) Each Pillar is organized into underlying Themes Deduction-based scoring Environmental and Social Pillar and Theme Scores derive from model applied the weighted average of underlying Key Issue Scores Environmental Key Issue Social Key Issue Scores Governance Key Issue Scores (0-10) (0-10) Scores (0-10) Exposure Mgmt Exposure Mgmt Key Metric Deductions Scores Scores Scores Scores Key Metrics: Indicators: Indicators: Indicators: Indicators: Ownership Characteristics; Business Strategy Business Strategy Board & Committee Segments; Programs &"
MSCI ESG Ratings Methodology.pdf,Methodology_General,24,"Scores Scores Scores Scores Key Metrics: Indicators: Indicators: Indicators: Indicators: Ownership Characteristics; Business Strategy Business Strategy Board & Committee Segments; Programs & Segments; Programs & Composition; Geographic Initiatives Geographic Initiatives Pay Figures; Segments; Performance Segments; Performance Policies & Practices Co-specific Controversies Co-specific Controversies Business & Geographic indicators indicators Segments; Controversies Raw Data: Company financial and sustainability disclosures, specialized government and academic data sets, media searches, etc"
MSCI ESG Ratings Methodology.pdf,Methodology_General,25,". © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 3 Methodological steps 3.1 ESG Key Issues 3.1.1 Determining ESG Key Issues The research process begins with an in-depth assessment of the ESG risks and opportunities that are relevant to each industry. There are 27 Environmental and Social Key Issues, and industries are evaluated on a selection of two to seven of these key issues. Key Issue selection is based on an annual review of underlying data and review by analytical staff. This process is explained in more detail below. Universal Key Issues All companies in all industries are evaluated on the Key Issues under the Governance Pillar, with six governance Key Issues evaluated across two Themes: Corporate Governance and Corporate Behavior (See Section 3.4.5, Determining Governance Scores, for the slightly different treatment of supranationals and development banks)"
MSCI ESG Ratings Methodology.pdf,Methodology_General,26,".4.5, Determining Governance Scores, for the slightly different treatment of supranationals and development banks). This is based on MSCI ESG Research’s view that governance is universally important and should be evaluated in an integrated way, regardless of industry. Setting industry Key Issues ESG Key Issues are selected for each of the 163 sub-industries defined by the Global Industry Classification Standard (GICS®).2 The Environmental and Social Key Issues vary between industries and are selected based on the extent to which the business activities of the companies in each industry generate large environmentalor social-related externalities. The steps are as follows: • For each company, reported business segments are mapped to a standard business activity. MSCI ESG Research uses the Standard Industrial Classification (SIC) system along with industry-specific adjustments to define business activities"
MSCI ESG Ratings Methodology.pdf,Methodology_General,27,". MSCI ESG Research uses the Standard Industrial Classification (SIC) system along with industry-specific adjustments to define business activities. • Each business activity is assessed on the level of externality generated for each ESG Key Issue to derive a Business Segment Exposure Score. • For instance, MSCI ESG Research measures the externality for the Health and Safety Key Issue based on the extent to which companies’ business segments are prone to injuries and fatalities. The data is based on industry statistics from the International Labour Organization (ILO) and health and safety authorities such as the Occupational Safety & Health Administration (OSHA). • For a company operating underground coal mines (SIC 1222), the average fatality rate per 1,000 employees is 0.45; for a company operating surface coal mines (SIC 1221), the average fatality rate per 1,000 employees is 0.13. These metrics are converted into a 0-10 score, based on the relative ranking of industry intensities"
MSCI ESG Ratings Methodology.pdf,Methodology_General,28,".13. These metrics are converted into a 0-10 score, based on the relative ranking of industry intensities. • Each company’s overall Business Exposure Score is the weighted average of the Segment Exposure Scores of a company’s business segments, weighted by the percentage of sales, 2 GICS is the global industry classification standard jointly developed by MSCI and S&P Global Market Intelligence. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC percentage of assets or percentage of operations. This constitutes the company’s Business Segment Exposure score. • MSCI ESG Research ranks all 163 GICS sub-industries on each Key Issue based on the average ESG Business Segment Risk Exposure score of the underlying companies"
MSCI ESG Ratings Methodology.pdf,Methodology_General,29,". • MSCI ESG Research ranks all 163 GICS sub-industries on each Key Issue based on the average ESG Business Segment Risk Exposure score of the underlying companies. The example shown in Appendix 2: Example of industry Key Issue selection illustrates how the carbon intensity of each GICS sub-industry is used to determine whether the Carbon Emissions Key Issue should be considered an industry Key Issue. Typically, MSCI ESG Research will propose changes to industry Key Issues based on the following: • The addition of an ESG Key Issue for a GICS sub-industry when the size of the externality (based on the average Business Exposure Score of the companies in that sub-industry) is at or exceeds the 80th percentile of all sub-industries and the average Business Exposure Segment Risk Exposure score is greater than or equal to 5.0"
MSCI ESG Ratings Methodology.pdf,Methodology_General,30,".0. • The removal of an ESG Key Issue for a GICS sub-industry when the size of the externality (based on the average Business Exposure Score of the companies in that sub-industry) is at or below the 70th percentile of all sub-industries and the average Business Exposure Score is less than or equal to 3.3. In Q4 of each calendar year, MSCI ESG Research institutes a 30-day client consultation and comment period during which feedback is solicited on proposed changes to the industry Key Issues. Company-Specific Key Issues In some cases, a company may face a unique Environmental or Social Key Issue that is not shared by other companies in its industry. This can arise from several scenarios, ranging from companies with unique or diversified business models to subsets of companies within an industry that face a unique set of risks (see Exhibit 7). In these cases, a Company-Specific Key Issue is added to the analysis and the weights on the remaining Key Issues are reduced proportionally"
MSCI ESG Ratings Methodology.pdf,Methodology_General,31,". In these cases, a Company-Specific Key Issue is added to the analysis and the weights on the remaining Key Issues are reduced proportionally. In other cases, a company may not share a particular Environmental or Social Key Issue that other companies in its industry face. In such cases, the issue is removed from the analysis and the weights on the remaining Key Issues are increased proportionally"
MSCI ESG Ratings Methodology.pdf,Methodology_General,32,". In such cases, the issue is removed from the analysis and the weights on the remaining Key Issues are increased proportionally. Exhibit 7a: Guideline for adding Company-Specific Key Issues Description Rule Key Issue Addition Examples Company sources >20% revenue or Most relevant key Tiffany (Retail) >20% revenue significant revenue earnings derived issue facing from fine jewelry, add from secondary from secondary secondary Controversial Sourcing industry business line business line Company has large High absolute size of Most relevant key Disney (movies & footprint in secondary business issue facing entertainment) among secondary industry line relative to peers secondary world’s largest toy business line manufacturers, add SupplyChain Labor Standards © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI"
MSCI ESG Ratings Methodology.pdf,Methodology_General,33,".COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Description Rule Key Issue Addition Examples Company has a Exception-based, ESG Most relevant key Herbalife (personal unique business Ratings Methodology issue products) sells weight model Committee approval supplements and is required regulated by food safety bodies, add Product Safety & Quality Company faces a Based on severity, Key Issue mapped Sysco Corporation faces severe or very status, and date of to that controversy severe controversy in Labor severe controversy controversy Management on non-Key Issue Exhibit 7b: Examples of industry-based rules for adding Company-Specific Key Issues Description Rule Key Issue Addition Examples Utilities with Based on % capacity, Biodiversity & Eletrobras has total hydro significant hydro absolute capacity Land Use capacity > 35,000 MW, operations (megawatts [MW]), representing 85% of capacity, and geographic and operates in biodiversity presence in hotspots in Brazil biodiversity hotspots"
MSCI ESG Ratings Methodology.pdf,Methodology_General,34,"capacity Land Use capacity > 35,000 MW, operations (megawatts [MW]), representing 85% of capacity, and geographic and operates in biodiversity presence in hotspots in Brazil biodiversity hotspots Casinos operating >20% revenue from Water Stress Las Vegas Sands derives hotels in waterhotels in water- >20% from hotel operations stressed regions stressed zones located in highly waterstressed areas Semiconductor Reliance on Supply-Chain Samsung Electronics companies reliant on outsourced Labor outsources most of its outsourced production vs"
MSCI ESG Ratings Methodology.pdf,Methodology_General,35,". inproduction and has manufacturing house production significant brand recognition Note: This list of exceptions is not exhaustive but is intended as illustration only Analysis of the Company-Specific Key Issue contributes to the company’s overall rating but does not contribute to the ratings of industry peers that are not significantly affected by that particular Key Issue. All Company-Specific Key Issues are reviewed and approved by the ESG Ratings Methodology Committee. Companies in diversified industries such as industrial conglomerates, trading companies & distributors, diversified support services, diversified consumer services, specialty retail, and specialized real estate investment trusts are the most frequently evaluated on Company-Specific Key Issues. For these industries, analysis of each company’s business model is undertaken at the outset of industry research"
MSCI ESG Ratings Methodology.pdf,Methodology_General,36,". For these industries, analysis of each company’s business model is undertaken at the outset of industry research. Company Specific Key Issue adoption rate: As of March 22, 2024, approximately 21% of companies were evaluated on a Company-Specific Key Issue. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 3.1.2 Setting ESG Key Issue weights Once the Key Issues have been selected for a GICS sub-industry, MSCI ESG Research sets the weights that determine the contribution to the overall rating of: • Each Key Issue in the Environmental and Social Pillars; and • The Governance Pillar. Each Environmental and Social Key Issue typically comprises 5% to 30% of the total ESG Rating"
MSCI ESG Ratings Methodology.pdf,Methodology_General,37,". Each Environmental and Social Key Issue typically comprises 5% to 30% of the total ESG Rating. The weights for these Key Issues are determined for each GICS sub-industry based on the sub-industry’s contribution to the negative externality associated with the Key Issue and the expected time horizon for the Key Issue to materialize, as illustrated conceptually in Exhibit 8, below. For the Governance Pillar, the weight is set at the Pillar level rather than at the key issue level. The Governance Pillar weight is determined for all sub-industries assuming a “High Contribution/Long Term” and “Medium Contribution/Long Term” assessment on Corporate Governance and Corporate Behavior, respectively.3 Additionally, the weight on the Governance Pillar is floored at a minimum value of 33%"
MSCI ESG Ratings Methodology.pdf,Methodology_General,38,".3 Additionally, the weight on the Governance Pillar is floored at a minimum value of 33%. Company-specific Key Issues and weights are permitted, subject to committee approval, for companies with diversified business models, facing controversies or based on predefined rules that apply to certain industries. Key Issues and weights undergo a formal review and feedback process at the end of each calendar year. Exhibit 8: Framework for setting Key Issue weights Short-term time Long-term time frame for frame for Risk/Opportunity Risk/Opportunity to Materialize to Materialize (<2 years) (5+ years) Industry is a major contributor to environmental or Highest Weight social impact Industry is a minor contributor to environmental or Lowest Weight social impact The framework is such that a Key Issue defined as “High-Impact” and “Short-Term” would be weighted three times higher than a Key Issue defined as “Low-Impact” and “Long-Term"
MSCI ESG Ratings Methodology.pdf,Methodology_General,39,".” • Level of contribution to social or environmental externality: In the process outlined above, each GICS sub-industry is assigned a “High,” “Medium,” or “Low” impact for each Key Issue, based on MSCI ESG Research’s analysis of relevant data (e.g., average carbon emissions 3 In cases where the Corporate Governance Score cannot be calculated for the Governance Reference Entity due to insufficient disclosure, the Governance Pillar Score is calculated solely by reference to the Corporate Behavior Key Issue. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC intensity). For Key Issues where the primary risk materializes via an event such as a controversy, MSCI ESG Research looks at the severity of the controversies to determine the level of contribution to the Environmental or Social externality"
MSCI ESG Ratings Methodology.pdf,Methodology_General,40,". For instance, occurrence of severe/very severe controversies is viewed as having a high level of contribution to the concerned externality. Conversely, occurrence of minor controversies is viewed as having a low level of contribution to the concerned externality. Conversely, if many companies in an industry are observed to experience severe controversies in an area, then the level of contribution is determined to be High. At the same time, if many companies in an industry are observed to experience minor or no controversies in an area, then the level of contribution is determined to be Low. Expected time horizon of risk/opportunity: The time horizon of each Key Issue o (Short-Term, Medium-Term, Long-Term) is classified based on the type of risk or opportunity that each Key Issue presents to companies"
MSCI ESG Ratings Methodology.pdf,Methodology_General,41,". Each Key Issue is assigned a baseline time horizon (for example, depending on o whether the risk is driven by pending regulations versus a slower time horizon issue, such as consumer demand shift). In some cases, the time horizon of a single Key Issue can vary between industries o (for example, Labor Management is defined as a Medium-Term issue when its relevance is to general worker productivity but is considered Short-Term in industries where labor disruptions and stoppages are very common). The final set of Key Issues and accompanying weights must be approved by the sector team leader and the ESG Methodology Committee before the research process progresses. Weights are set at the beginning of the calendar year and apply throughout that year. Please see Appendix 3: Weight-setting framework for further information on this process. 3.1"
MSCI ESG Ratings Methodology.pdf,Methodology_General,42,". Weights are set at the beginning of the calendar year and apply throughout that year. Please see Appendix 3: Weight-setting framework for further information on this process. 3.1.3 Key Issue assessments Depending on the nature of the Key Issue, one of three evaluation approaches is undertaken: • Risk Key Issues: A Risk Exposure Score and a Risk Management Score are combined such that a higher level of exposure requires a higher level of demonstrated management capability in order to achieve the same overall Key Issue Score. The ESG Risk Exposure Score is calculated referencing a granular breakdown of a company’s business: its core product or business segments, the locations of its assets or revenue, and other relevant measures such as outsourced production. See Section 3.2: Analyzing Risk Exposure and Section 3.3: Analyzing Risk Management"
MSCI ESG Ratings Methodology.pdf,Methodology_General,43,". See Section 3.2: Analyzing Risk Exposure and Section 3.3: Analyzing Risk Management. • Opportunities Key Issues: A Risk Exposure Score and a Risk Management Score are combined such that a higher level of exposure permits a wider range of outcomes, whereas a low level of exposure constrains the score closer to a value of 5 (out of 10). • Governance Key Issues: For each Key Issue, an absolute score is provided. Key Issue Scores range from 0 to 10, with lower scores indicating more severe risk. See Section 3.4: Analyzing Governance. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 3.2 Analyzing risk exposure In the Environmental and Social Pillars, each Key Issue model consists of two components: risk exposure and risk management"
